ReservationId,CustomerId,FirstName,LastName,RoomType,NumOfPeople,NumOfBeds,ViewType,PricePerDay,TenantId,TenantBizId,TenantId_TenantBizId,BizName,BizLocationId, BizBldNumber,BizStreetName,BizCity,BizState,BizZipCode,StartDate,EndDate,BookedDate,TotalCost
675781181,40,Le,Hermann,DeluxeKingRoom,2,1,CityView,95.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,27/09/2022,28/09/2022,29/09/2022,95.0
765441473,32,Alvina,Tromp,DeluxeQueenRoom,2,2,PoolView,80.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,13/10/2022,18/10/2022,23/10/2022,400.0
561143879,8,Creola,Connelly,DeluxeKingRoom,2,1,CityView,95.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,12/10/2022,15/10/2022,18/10/2022,285.0
997359327,9,Dylan,Watsica,FamilySuite,6,3,PoolView,205.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,05/10/2022,09/10/2022,13/10/2022,820.0
278707000,34,Librada,Brown,AccessibleQueenRoom,1,1,MountainView,85.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,10/10/2022,12/10/2022,14/10/2022,170.0
524344105,30,Shizuko,Jast,PremiumQueenRoom,2,2,PoolView,105.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,08/10/2022,11/10/2022,14/10/2022,315.0
743830599,36,Gwyn,Flatley,DeluxeQueenRoom,2,2,PoolView,80.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,19/10/2022,22/10/2022,25/10/2022,240.0
719438056,47,Leslie,Rippin,PremiumKingRoom,2,1,MountainView,120.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,02/10/2022,03/10/2022,04/10/2022,120.0
205416649,12,Steven,Thiel,DeluxeKingRoom,2,1,CityView,95.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,15/10/2022,17/10/2022,19/10/2022,190.0
252406870,41,Usha,Terry,StandardRoom,1,1,CityView,75.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,20/09/2022,23/09/2022,26/09/2022,225.0
914914690,1,Veronica,Casper,PremiumQueenRoom,2,2,PoolView,105.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,05/10/2022,07/10/2022,09/10/2022,210.0
139090095,19,Mohammad,Shields,StandardRoom,1,1,CityView,75.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,07/10/2022,11/10/2022,15/10/2022,300.0
522711967,29,Kitty,Block,FamilySuite,6,3,PoolView,205.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,07/10/2022,10/10/2022,13/10/2022,615.0
180740707,41,Usha,Terry,PremiumQueenRoom,2,2,PoolView,105.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,21/09/2022,26/09/2022,01/10/2022,525.0
184718840,30,Shizuko,Jast,PremiumKingRoom,2,1,MountainView,120.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,29/09/2022,02/10/2022,05/10/2022,360.0
898023468,5,Rosella,Reichert,PremiumKingRoom,2,1,MountainView,120.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,28/09/2022,04/10/2022,10/10/2022,720.0
462886127,30,Shizuko,Jast,PremiumKingRoom,2,1,MountainView,120.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,02/10/2022,03/10/2022,04/10/2022,120.0
279356428,3,Reid,McKenzie,FamilySuite,6,3,PoolView,205.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,27/09/2022,30/09/2022,03/10/2022,615.0
192925040,25,Duncan,Hudson,AccessibleQueenRoom,1,1,MountainView,85.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,15/10/2022,19/10/2022,23/10/2022,340.0
864250143,8,Creola,Connelly,LuxorySuite,4,1,CityView,150.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,05/10/2022,08/10/2022,11/10/2022,450.0
873086201,13,Emile,Kemmer,PremiumQueenRoom,2,2,PoolView,105.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,26/09/2022,27/09/2022,28/09/2022,105.0
773170847,1,Veronica,Casper,FamilySuite,6,3,PoolView,205.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,17/10/2022,20/10/2022,23/10/2022,615.0
260334032,15,Evita,Baumbach,PremiumQueenRoom,2,2,PoolView,105.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,11/10/2022,13/10/2022,15/10/2022,210.0
649109869,29,Kitty,Block,DeluxeQueenRoom,2,2,PoolView,80.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,04/10/2022,09/10/2022,14/10/2022,400.0
551093881,7,Cary,Fadel,PremiumQueenRoom,2,2,PoolView,105.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,25/09/2022,01/10/2022,07/10/2022,630.0
864039407,43,Tyson,Macejkovic,DeluxeKingRoom,2,1,CityView,95.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,21/09/2022,27/09/2022,03/10/2022,570.0
616700464,49,Nakesha,Langosh,PremiumQueenRoom,2,2,PoolView,105.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,24/09/2022,28/09/2022,02/10/2022,420.0
720585539,12,Steven,Thiel,FamilySuite,6,3,PoolView,205.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,28/09/2022,29/09/2022,30/09/2022,205.0
332897680,30,Shizuko,Jast,PremiumQueenRoom,2,2,PoolView,105.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,05/10/2022,10/10/2022,15/10/2022,525.0
249158051,6,Miyoko,Skiles,AccessibleQueenRoom,1,1,MountainView,85.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,13/10/2022,18/10/2022,23/10/2022,425.0
601638659,32,Alvina,Tromp,PremiumKingRoom,2,1,MountainView,120.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,21/09/2022,24/09/2022,27/09/2022,360.0
333196922,35,Heath,Greenfelder,FamilySuite,6,3,PoolView,205.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,26/09/2022,01/10/2022,06/10/2022,1025.0
88274217,2,Elana,Johnson,PremiumKingRoom,2,1,MountainView,120.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,19/10/2022,24/10/2022,29/10/2022,600.0
85391350,48,Thomas,Cassin,PremiumKingRoom,2,1,MountainView,120.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,12/10/2022,18/10/2022,24/10/2022,720.0
421880533,44,Micha,Marks,LuxorySuite,4,1,CityView,150.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,03/10/2022,07/10/2022,11/10/2022,600.0
608011457,41,Usha,Terry,DeluxeQueenRoom,2,2,PoolView,80.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,21/09/2022,24/09/2022,27/09/2022,240.0
897498232,7,Cary,Fadel,StandardRoom,1,1,CityView,75.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,10/10/2022,13/10/2022,16/10/2022,225.0
832578707,38,William,Buckridge,PremiumQueenRoom,2,2,PoolView,105.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,06/10/2022,07/10/2022,08/10/2022,105.0
180313512,17,Hunter,Stehr,PremiumKingRoom,2,1,MountainView,120.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,15/10/2022,17/10/2022,19/10/2022,240.0
664679225,41,Usha,Terry,StandardRoom,1,1,CityView,75.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,05/10/2022,08/10/2022,11/10/2022,225.0
468042014,12,Steven,Thiel,LuxorySuite,4,1,CityView,150.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,28/09/2022,29/09/2022,30/09/2022,150.0
434452491,44,Micha,Marks,FamilySuite,6,3,PoolView,205.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,11/10/2022,13/10/2022,15/10/2022,410.0
844507535,42,Kazuko,Wolff,FamilySuite,6,3,PoolView,205.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,29/09/2022,02/10/2022,05/10/2022,615.0
480970650,37,Sandy,Skiles,PremiumKingRoom,2,1,MountainView,120.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,06/10/2022,07/10/2022,08/10/2022,120.0
426398494,23,Romaine,Ziemann,PremiumKingRoom,2,1,MountainView,120.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,18/10/2022,19/10/2022,20/10/2022,120.0
790396743,20,Federico,Rempel,PremiumKingRoom,2,1,MountainView,120.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,25/09/2022,26/09/2022,27/09/2022,120.0
156900340,28,Meggan,Block,DeluxeQueenRoom,2,2,PoolView,80.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,03/10/2022,06/10/2022,09/10/2022,240.0
516670404,16,Merrie,Klocko,StandardRoom,1,1,CityView,75.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,14/10/2022,16/10/2022,18/10/2022,150.0
450945684,1,Veronica,Casper,PremiumQueenRoom,2,2,PoolView,105.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,20/10/2022,25/10/2022,30/10/2022,525.0
669287001,23,Romaine,Ziemann,PremiumKingRoom,2,1,MountainView,120.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,02/10/2022,04/10/2022,06/10/2022,240.0
438937749,36,Gwyn,Flatley,LuxorySuite,4,1,CityView,150.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,29/09/2022,04/10/2022,09/10/2022,750.0
52431176,13,Emile,Kemmer,PremiumKingRoom,2,1,MountainView,120.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,11/10/2022,14/10/2022,17/10/2022,360.0
498732180,9,Dylan,Watsica,LuxorySuite,4,1,CityView,150.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,09/10/2022,13/10/2022,17/10/2022,600.0
180663892,24,Sina,Braun,AccessibleQueenRoom,1,1,MountainView,85.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,10/10/2022,15/10/2022,20/10/2022,425.0
996662384,46,Jeffrey,Waelchi,StandardRoom,1,1,CityView,75.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,17/10/2022,20/10/2022,23/10/2022,225.0
90528017,13,Emile,Kemmer,LuxorySuite,4,1,CityView,150.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,30/09/2022,04/10/2022,08/10/2022,600.0
726613163,3,Reid,McKenzie,StandardRoom,1,1,CityView,75.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,19/10/2022,20/10/2022,21/10/2022,75.0
566939975,30,Shizuko,Jast,DeluxeQueenRoom,2,2,PoolView,80.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,19/10/2022,20/10/2022,21/10/2022,80.0
391795810,36,Gwyn,Flatley,AccessibleQueenRoom,1,1,MountainView,85.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,25/09/2022,28/09/2022,01/10/2022,255.0
454468144,12,Steven,Thiel,LuxorySuite,4,1,CityView,150.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,25/09/2022,28/09/2022,01/10/2022,450.0
578927361,8,Creola,Connelly,PremiumKingRoom,2,1,MountainView,120.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,26/09/2022,27/09/2022,28/09/2022,120.0
824351314,43,Tyson,Macejkovic,DeluxeKingRoom,2,1,CityView,95.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,06/10/2022,08/10/2022,10/10/2022,190.0
781877064,31,Malcom,Cummerata,LuxorySuite,4,1,CityView,150.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,29/09/2022,01/10/2022,03/10/2022,300.0
850074002,33,Katy,Tromp,DeluxeQueenRoom,2,2,PoolView,80.0,110,101,110_101,HikingHotels,1101,5711,South Colorado Blvd,Denver,CO,80246,07/10/2022,12/10/2022,17/10/2022,400.0
152650201,46,Jeffrey,Waelchi,DeluxeKingRoom,2,1,CityView,95.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,12/10/2022,14/10/2022,16/10/2022,190.0
996327641,40,Le,Hermann,PremiumQueenRoom,2,2,PoolView,105.0,100,104,100_104,GoodFellasHotel,1004,9901,Universal Blvd,Orlando,FL,32819,01/10/2022,05/10/2022,09/10/2022,420.0
752317433,6,Miyoko,Skiles,AccessibleQueenRoom,1,1,MountainView,85.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,24/09/2022,29/09/2022,04/10/2022,425.0
913169965,43,Tyson,Macejkovic,PremiumQueenRoom,2,2,PoolView,105.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,08/10/2022,11/10/2022,14/10/2022,315.0
383526941,25,Duncan,Hudson,PremiumQueenRoom,2,2,PoolView,105.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,27/09/2022,02/10/2022,07/10/2022,525.0
71235754,25,Duncan,Hudson,PremiumQueenRoom,2,2,PoolView,105.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,04/10/2022,09/10/2022,14/10/2022,525.0
55280001,11,Jeromy,Adams,DeluxeKingRoom,2,1,CityView,95.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,23/09/2022,24/09/2022,25/09/2022,95.0
211148677,2,Elana,Johnson,DeluxeKingRoom,2,1,CityView,95.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,25/09/2022,27/09/2022,29/09/2022,190.0
78564175,12,Steven,Thiel,DeluxeQueenRoom,2,2,PoolView,80.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,13/10/2022,17/10/2022,21/10/2022,320.0
884874964,8,Creola,Connelly,FamilySuite,6,3,PoolView,205.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,22/09/2022,26/09/2022,30/09/2022,820.0
728511346,4,Donny,Feil,DeluxeQueenRoom,2,2,PoolView,80.0,100,105,100_105,GoodFellasHotel,1005,5300,W Century Blvd,Los Angeles,CA,90045,20/10/2022,26/10/2022,01/11/2022,480.0
466850074,13,Emile,Kemmer,PremiumKingRoom,2,1,MountainView,120.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,28/09/2022,03/10/2022,08/10/2022,600.0
115513955,25,Duncan,Hudson,AccessibleQueenRoom,1,1,MountainView,85.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,08/10/2022,13/10/2022,18/10/2022,425.0
24880447,48,Thomas,Cassin,AccessibleQueenRoom,1,1,MountainView,85.0,100,103,100_103,GoodFellasHotel,1003,204,Powell Street,San Francisco,CA,94102,09/10/2022,10/10/2022,11/10/2022,85.0
484578937,37,Sandy,Skiles,PremiumKingRoom,2,1,MountainView,120.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,15/10/2022,18/10/2022,21/10/2022,360.0
682480118,45,Elmer,Parisian,AccessibleQueenRoom,1,1,MountainView,85.0,120,102,120_102,CasinoHotels,1202,5017,East Second Street,Reno,NV,89521,10/10/2022,13/10/2022,16/10/2022,255.0
296259733,50,Luz,Stiedemann,PremiumKingRoom,2,1,MountainView,120.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,11/10/2022,17/10/2022,23/10/2022,720.0
839610433,7,Cary,Fadel,DeluxeQueenRoom,2,2,PoolView,80.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,04/10/2022,07/10/2022,10/10/2022,240.0
944546306,23,Romaine,Ziemann,AccessibleQueenRoom,1,1,MountainView,85.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,11/10/2022,12/10/2022,13/10/2022,85.0
326533745,8,Creola,Connelly,PremiumKingRoom,2,1,MountainView,120.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,04/10/2022,09/10/2022,14/10/2022,600.0
401658013,44,Micha,Marks,PremiumKingRoom,2,1,MountainView,120.0,110,103,110_103,HikingHotels,1103,814,E Mall Drive,Rapid City,SD,57701,21/09/2022,24/09/2022,27/09/2022,360.0
808462726,31,Malcom,Cummerata,DeluxeQueenRoom,2,2,PoolView,80.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,02/10/2022,06/10/2022,10/10/2022,320.0
200941636,31,Malcom,Cummerata,AccessibleQueenRoom,1,1,MountainView,85.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,09/10/2022,15/10/2022,21/10/2022,510.0
883349654,21,Gertude,Gerlach,PremiumQueenRoom,2,2,PoolView,105.0,130,101,130_101,FamilyFunHotel,1301,671,Hotel Plaza Blvd,Lake Buena,FL,32830,25/09/2022,26/09/2022,27/09/2022,105.0
66739213,1,Veronica,Casper,DeluxeKingRoom,2,1,CityView,95.0,110,102,110_102,HikingHotels,1102,156,149 State Highway,Grand Canyon,CA,86023,24/09/2022,25/09/2022,26/09/2022,95.0
772708973,9,Dylan,Watsica,DeluxeKingRoom,2,1,CityView,95.0,100,101,100_101,GoodFellasHotel,1001,334,BestFriend Rd,Atlanta,GA,30337,07/10/2022,13/10/2022,19/10/2022,570.0
746258788,22,Doyle,Stiedemann,LuxorySuite,4,1,CityView,150.0,120,101,120_101,CasinoHotels,1201,711,W Resort World,Los Vegas,NV,89109,11/10/2022,16/10/2022,21/10/2022,750.0
258986268,20,Federico,Rempel,StandardRoom,1,1,CityView,75.0,130,102,130_102,FamilyFunHotel,1302,588,W Convention Way,Anaheim,CA,92802,09/10/2022,15/10/2022,21/10/2022,450.0
405245856,35,Heath,Greenfelder,AccessibleQueenRoom,1,1,MountainView,85.0,100,102,100_102,GoodFellasHotel,1002,881,43rd Street,New York,NY,10036,03/10/2022,08/10/2022,13/10/2022,425.0
